Data Analyst (CRM) (w/m/d),Hamburg,N/A,N/A,Full-time,Fielmann Group AG,Data Analyst (CRM) (w/m/d) Wir bei Fielmann sind mehr als Kolleginnen und Kollegen – wir sind ein Team. Unser Zusammenhalt macht uns stark.
Market and Business Analyst (m/w/d) im Bereich Cyber Security,Bochum,46000,67500,Full-time,"G DATA CyberDefense AG, G DATA Advanced Analytics, G DATA Service GmbH","(m/w/d), Business Analyst (m/w/d), Produktmanager (m/w/d) oder in ähnlicher Rolle mit Du verfügst über fundierte Kenntnisse in Markt-, Wettbewerbs- und Datenanalyse"
Data Analyst Logistics (m/f/d),Hamburg,38000,55000,Full-time,ABOUT YOU Holding SE,"As Data Analyst Logistics (m/f/d) , you and your team will be responsible for developing and maintaining the logistics data set and data automation projects within"
Data Analyst (m/w/d) Supply Chain Management,Nortmoor,43500,60500,Full-time,Bünting Unternehmensgruppe,Für unsere Hauptverwaltung in Nortmoor suchen wir zum nächstmöglichen Zeitpunkt eine/n Data Analyst (m/w/d) Supply Chain Management Ihre Aufgaben: Verantwortlich
Data Analyst (gn) Vertriebssteuerung SQL,Köln,46000,72000,Full-time,BANKPOWER GmbH Niederlassung Köln,"Für unseren Kunden, eine Bank in Köln, suchen wir ab sofort Unterstützung durch eine:n Data Analyst (gn) für die Vertriebssteuerung mit SQL Kenntnissen."
Junior Business Controller (m/w/d)/ Procurement Data Analyst/ Mitarbeiter im Einkaufscontrolling,Kiel,35500,50500,Full-time,CITTI Handelsgesellschaft mbH,Junior Business Controller (m/w/d)/ Procurement Data Analyst/ Mitarbeiter im Einkaufscontrolling Die CITTI | CHEFS CULINAR Unternehmensgruppe ist ein expansives
Internationaler Datenanalyst / Projektassistenz Procurement Data Analyst (m/w/d),Kiel,43000,51000,Full-time,CHEFS CULINAR,Karriere bei CHEFS CULINAR Internationaler Datenanalyst / Projektassistenz Procurement Data Analyst (m/w/d) im internationalen Food und NON Food Einkauf Standort
Business Analyst - Data Analytics Insurance (all genders),Köln,53000,85500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Berlin,52500,85500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),München,53500,86500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Frankfurt am Main,53000,86000,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Dortmund,53000,85500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Hamburg,53000,86000,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Stuttgart,53000,86000,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Data Analyst,Hamburg,48000,66500,Full-time,RABOT Energy,"(m/w/d) - Why us? Join our dynamic team as a Data Analyst, where you will play a critical role in supporting our product teams to make data-driven decisions."
Data & BI Analyst (m/w/d),Schkeuditz,28500,46500,Full-time,Deutsche Post DHL Group,"Dabei unterstützt die Rolle des Data & BI Analyst (m/w/d) das Unternehmen dabei, datenbasierte Strategien umzusetzen und die digitale Transformation voranzutreiben"
Business Analyst SAP Financial Service Data Plattform (f/m/d),Kiel,50000,70000,Full-time,Hamburg Commercial Bank AG,Aktuell suchen wir für eine:n Business Analyst SAP Financial Service Data Plattform (f/m/d) Bei Stellen in Vollzeit sind Teilzeit und Jobsharing ebenfalls möglich
Senior Risk Analyst (m/f/d) - Focus Market Data & Risk Modelling at Allianz SE,München,66000,94000,Full-time,Allianz SE,"Responsibility for the central market data management (coordination of external market data providers, EIOPA definitions, market data checks, management reporting"
Online Data Analyst // Peroptyx,Berlin,46000,63000,Full-time,Peroptyx,"At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications."
Data Analyst (m/w/d),Konstanz,48000,65500,Full-time,WebMD,"Data Analyst (m/w/d) Job ID 2024-7541 Data Analysis Konstanz, Baden-Wutttemberg Apply Description Position at WebMD About coliquio: Imagine a role where your data"
Senior Data- und Business Analyst (w/m/d) im Bereich private Kfz-Versicherung,Hannover,48000,74500,Full-time,Versicherung AG,Referenznummer 1611165 Senior Data- und Business Analyst (w/m/d) im Bereich private Kfz-Versicherung Hannover Versicherungskaufleute/Versicherungsfachwirte Vollzeit
Business Intelligence Analyst / Data Analyst Insurance Frankfurt (m/w/d) (fluent in German),Frankfurt am Main,46000,81500,Full-time,Zürich Versicherungs-Gesellschaft AG,Business Intelligence Analyst / Data Analyst Insurance Frankfurt (m/w/d) (fluent in German) 118022 Bei Zurich leben wir Versicherung neu.
Young Professional Business Analyst SAP Data Warehouse (m/w/d),Frankfurt am Main,40500,57500,Full-time,Talentschmiede Unternehmensberatung AG,Young Professional Business Analyst SAP Data Warehouse (m/w/d) Ort: Frankfurt am Main Umfang: 40 Std.
Data Analyst (m/w/d) Supply Chain Management,Nortmoor,43500,60500,Full-time,Bünting Unternehmensgruppe,Für unsere Hauptverwaltung in Nortmoor suchen wir zum nächstmöglichen Zeitpunkt eine/n Data Analyst (m/w/d) Supply Chain Management Ihre Aufgaben: Verantwortlich
Data Analyst (gn) Vertriebssteuerung SQL,Köln,46000,72000,Full-time,BANKPOWER GmbH Niederlassung Köln,"Für unseren Kunden, eine Bank in Köln, suchen wir ab sofort Unterstützung durch eine:n Data Analyst (gn) für die Vertriebssteuerung mit SQL Kenntnissen."
Junior Business Controller (m/w/d)/ Procurement Data Analyst/ Mitarbeiter im Einkaufscontrolling,Kiel,35500,50500,Full-time,CITTI Handelsgesellschaft mbH,Junior Business Controller (m/w/d)/ Procurement Data Analyst/ Mitarbeiter im Einkaufscontrolling Die CITTI | CHEFS CULINAR Unternehmensgruppe ist ein expansives
Internationaler Datenanalyst / Projektassistenz Procurement Data Analyst (m/w/d),Kiel,43000,51000,Full-time,CHEFS CULINAR,Karriere bei CHEFS CULINAR Internationaler Datenanalyst / Projektassistenz Procurement Data Analyst (m/w/d) im internationalen Food und NON Food Einkauf Standort
Business Analyst - Data Analytics Insurance (all genders),Köln,53000,85500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Berlin,52500,85500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),München,53500,86500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Frankfurt am Main,53000,86000,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Dortmund,53000,85500,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Hamburg,53000,86000,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Business Analyst - Data Analytics Insurance (all genders),Stuttgart,53000,86000,Full-time,adesso SE,In deiner Rolle als Business Analyst – Data Analytics unterstützt du unsere Kunden bei der Einführung und Nutzung datengetriebener Lösungen und strukturierst dabei
Data Analyst,Hamburg,48000,66500,Full-time,RABOT Energy,"(m/w/d) - Why us? Join our dynamic team as a Data Analyst, where you will play a critical role in supporting our product teams to make data-driven decisions."
Data & BI Analyst (m/w/d),Schkeuditz,28500,46500,Full-time,Deutsche Post DHL Group,"Dabei unterstützt die Rolle des Data & BI Analyst (m/w/d) das Unternehmen dabei, datenbasierte Strategien umzusetzen und die digitale Transformation voranzutreiben"
Business Analyst SAP Financial Service Data Plattform (f/m/d),Kiel,50000,70000,Full-time,Hamburg Commercial Bank AG,Aktuell suchen wir für eine:n Business Analyst SAP Financial Service Data Plattform (f/m/d) Bei Stellen in Vollzeit sind Teilzeit und Jobsharing ebenfalls möglich
Senior Risk Analyst (m/f/d) - Focus Market Data & Risk Modelling at Allianz SE,München,66000,94000,Full-time,Allianz SE,"Responsibility for the central market data management (coordination of external market data providers, EIOPA definitions, market data checks, management reporting"
Online Data Analyst // Peroptyx,Berlin,46000,63000,Full-time,Peroptyx,"At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications."
Data Analyst (m/w/d),Konstanz,48000,65500,Full-time,WebMD,"Data Analyst (m/w/d) Job ID 2024-7541 Data Analysis Konstanz, Baden-Wutttemberg Apply Description Position at WebMD About coliquio: Imagine a role where your data"
Senior Data- und Business Analyst (w/m/d) im Bereich private Kfz-Versicherung,Hannover,48000,74500,Full-time,Versicherung AG,Referenznummer 1611165 Senior Data- und Business Analyst (w/m/d) im Bereich private Kfz-Versicherung Hannover Versicherungskaufleute/Versicherungsfachwirte Vollzeit
Business Intelligence Analyst / Data Analyst Insurance Frankfurt (m/w/d) (fluent in German),Frankfurt am Main,46000,81500,Full-time,Zürich Versicherungs-Gesellschaft AG,Business Intelligence Analyst / Data Analyst Insurance Frankfurt (m/w/d) (fluent in German) 118022 Bei Zurich leben wir Versicherung neu.
Young Professional Business Analyst SAP Data Warehouse (m/w/d),Frankfurt am Main,40500,57500,Full-time,Talentschmiede Unternehmensberatung AG,Young Professional Business Analyst SAP Data Warehouse (m/w/d) Ort: Frankfurt am Main Umfang: 40 Std.
Datenanalyst (m/w/d) für die Entwicklung und Pflege von Reporting-Tools im Asset Management,Berlin,74000,112500,Full-time,recruitIT Consulting,Wir suchen ab sofort: Datenanalyst (m/w/d) für die Entwicklung und Pflege von Reporting-Tools im Asset Management in München Wir suchen ab sofort: Datenanalyst (
Data Analyst (m/f/d),Hamburg,41000,61500,Full-time,ABOUT YOU Holding SE,"(hybrid**) Data Analyst (m/f/d) Search Data & Analytics | HQ Hamburg or remote within Germany (Senior) Data Analyst (m/f/d) Data & Analytics | Hamburg, Remote BI"
(Senior) Data Analyst (M/W/D),Mülheim (Ruhr),47000,61500,Full-time,DEICHMANN,Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift Als (Senior) Data Analyst (m/w/d) verstärkst Du unser Team in Essen.
Junior Data Analyst (M/W/D),Mülheim (Ruhr),41000,51000,Full-time,DEICHMANN,"Power BI, Tableau etc. ist wünschenswert Sehr gute Deutsch- und gute Englischkenntnisse in Wort und Schrift AlsJunior Data Analyst (m/w/d) verstärkst Du unser Team"
Senior Data Analyst (f/m/d),Hamburg,51500,69500,Full-time,AppLike Group GmbH,Privacy Notice Senior Data Analyst (f/m/d) adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions to meet the diverse
Datenanalyst | Schwerpunkt: Geldwäscheprävention (w/m/d),Mönchengladbach,43000,57500,Full-time,Santander Consumer Bank AG,www.santander-karriere.de (http://www.santander-karriere.de/) Bereitgestellt in Kooperation mit der Bundesagentur für Arbeit.
Datenanalyst autonomes Fahren (m/w/d),München,51500,75500,Full-time,EVOMOTIV GmbH,"Du sprichst fließend Deutsch und gutes Englisch Alternative Jobtitel: Analyst für Autonome Fahrtechnologien (m/w/d), Principal Data Scientist Autonome Mobilität"
Datenanalyst Business Intelligence (w/m/d),Döbeln,44000,62500,Full-time,Brunel GmbH NL Leipzig,Mehr als 50 Jahre international erfolgreich und über 25 Jahre in Deutschland.
Business Intelligence Analyst (m/f/d) IT Data Analytics & Integration,Monheim am Rhein,48500,65000,Full-time,Protection One GmbH,Become part of our team as Senior Analyst/Engineer (m/f/d) in the field of IT Data Analytics & Integration for our head office in Monheim am Rhein Your tasks and
Senior Anwendungsentwickler / Data Analyst (m/w/d),Düsseldorf,50500,72000,Full-time,aik Immobilien-Investmentgesellschaft mbH,Wir suchen an unserem Standort in Düsseldorf zur Verstärkung unseres Teams einen erfahrenen Senior Anwendungsentwickler / Data Analyst (m/w/d) Ihre Perspektive Sie
LOTTO Hessen GmbH: Online Data Analyst (m/w/d),Wiesbaden,53500,63500,Full-time,LOTTO Hessen GmbH,Data Analyst (m/w/d) in Vollzeit.
Spezialist (m/w/d) Datenanalyse in Direktvermittlung,Künzelsau,46000,66000,Full-time,temPERSO Rummel & Glass GmbH Personaldiensteistungen,Science oder vergleichbare Ausbildung als Data Analyst (m/w/d) oder Data-Consultant (m/w/d) Mehrjährige Erfahrung in der Qlik Sense Entwicklung Erfahrung als Projektleiter
Datenanalyst (m/w/d),Bielefeld,43000,58000,Full-time,PINK Personalmanagement GmbH,"in den oben genannten Aufgabengebiet von Vorteil, als Data-Analyst (m/w/d), Data Scientist (m/w/d), Data Anlaytics Manager (m/w/d) Gutes Verständnis für Zahlen"
Data Analyst (m/w/d),Greifswald,44500,62500,Full-time,CHEPLAPHARM Arzneimittel GmbH Jobportal,Data Analyst (m/w/d) Berlin Greifswald Remote Präsenz / Mobil Vollzeit Wir sind ein globales und schnell wachsendes Specialty Pharmaunternehmen mit einem außergewöhnlichen
Data Analyst für Prozesse und Qualität (m/w/d) bei Trier,Trier,53000,77000,Full-time,Baumlink GmbH,"Data Analyst für Prozesse und Qualität (m/w/d) bei Trier Vertragsart PERMANENT Anstellungsart FULL_TIME Ort Industry Data & AI Gehalt pro Jahr €80,000.00 EUR"
Process Data Analyst für R&D (m/w/d) bei Trier,Trier,53000,77000,Full-time,Baumlink GmbH,"Process Data Analyst für R&D (m/w/d) bei Trier Vertragsart PERMANENT Anstellungsart FULL_TIME Ort Industry Data & AI Gehalt pro Jahr €125,000.00 EUR Als renommierte"
Customer Data Analyst (m/f/d),Hamburg,47500,62000,Full-time,Hellmann Worldwide Logistics,Job Description Our Global Complex Customer Implementation Air&Sea team is looking for an experienced and skilled Data Analyst (m/f/d).
Data Engineer/Analyst - Expansion Strategy & Location Planning (m/w/d),Essen,53500,64000,Full-time,ALDI Nord,"h3, folium, kepler.gl Du bist ein Teamplayer mit einem hohen Maß an Engagement, Selbständigkeit und Freude am Entwickeln kreativer Lösungen Du weist sehr gute Deutsch"
Marketing Data Analyst Business Banking (w/m/d) in Berlin / Frankfurt,Berlin,N/A,N/A,Full-time,ING,Marketing Data Analyst – Business Banking (w/m/d) in Berlin / Frankfurt Marketing & Communication | Berufserfahrene | Berlin The only thing bigger than your analytical
Datenanalyst im strategischen Einkauf (gn) bei Bonn,Bonn,43000,58000,Full-time,PS Direkt GmbH & Co. KG Private Arbeitsvermittlung,
Marketing Data Analyst Business Banking (w/m/d) in Berlin / Frankfurt,Frankfurt am Main,N/A,N/A,Full-time,ING DiBa AG - ING,Marketing Data Analyst – Business Banking (w/m/d) in Berlin / Frankfurt Marketing / Communication | Professional | Berlin Mit Deinem Analysegeschick erklimmst Du
(Senior) Sustainability Manager - Data Specialist (m/w/d),Hamburg,80000,114000,Full-time,Körber AG,"Erscheinungsdatum: 04.01.2025 Standort: Hamburg, HH, DE Geschäftsfeld: Körber AG Unternehmen: Körber AG (Senior) Sustainability Manager - Data Specialist (m/w/d)"
Data Analyst mit Entwicklungsanteil,Hamburg,47000,64000,Full-time,Electromagnetic Pipeline Testing GmbH,"Data Analyst mit Entwicklungsanteil (m/w/d) Vollzeit, Teilzeit, Hamburg Über uns: EMPIT gehört zu den am schnellsten wachsenden Vermessungsunternehmen Europas und"
Business Intelligence Analyst (m/w/d) Bereich IT Data Analytics & Integration,Monheim am Rhein,48000,64000,Full-time,Protection One GmbH Jobportal,Werde Teil unseres Teams als Senior Analyst/Engineer (m/w/d) im Bereich IT Data Analytics & Integration für unser Headoffice in Monheim am Rhein Deine Aufgaben und
Business/Data Analyst (m/w/d),Berlin,57000,71500,Full-time,GEMA,"Berlin // Vollzeit Business/Data Analyst (m/w/d) Hier spielt die Musik – Dein Einsatzgebiet: Du verantwortest die Entwicklung, Durchführung und Weiterentwicklung"
Senior Analyst / Engineer (m/w/d) im Bereich IT Data Analytics & Integration,Monheim am Rhein,50500,69500,Full-time,Protection One GmbH,Werde Teil unseres Teams als Senior Analyst/Engineer (m/w/d) im Bereich IT Data Analytics & Integration für unser Headoffice in Monheim am Rhein Deine Aufgaben und
Junior Analyst - Health Care Data (m/f/d),Hamburg,44000,57500,Full-time,Support für mentale Gesundheit durch das Fürstenberg Institut,"Junior Analyst - Health Care Data (m/f/d) Bei Statista dreht sich alles um Daten und Fakten, denn wir sind die weltweit führende Business Data Plattform."
Master Data Analyst,Alzey,46500,68000,Full-time,Eli Lilly and Company,Werde Teil unseres Lilly-Teams in Alzey und starte zum nächstmöglichen Zeitpunkt als: (Lead) Master Data Analyst (m/w/d) Welche Aufgaben erwarten dich?
Financial Market Data Analyst (m/w/d),München,53500,74500,Full-time,Hays Professional Solutions GmbH Standort München,Ihre Aufgaben: Quality assurance of financial market data in our central market data system for providing downstream services and our clients with high-quality data
Technische*r Sachbearbeiter*in Datenanalyst Marine (m/w/d),Fürstenfeldbruck,42500,50500,Full-time,ESG Elektroniksystem- und Logistik-GmbH,*in Datenanalyst Marine (m/w/d)
Data Analyst (m/w/d) Mannheim,Mannheim,47000,63000,Full-time,HIBA GmbH,Stellenbeschreibung für Data Analyst (m/w/d) aktuell suchen wir für unseren Kunden einen Data Analyst (m/w/d) Deine Aufgaben.
Business Analyst Data Management (w/m/d),Frankfurt am Main,64000,96500,Full-time,ING Deutschland,"Job Description Business Analyst Data Management (w/m/d) am Standort Frankfurt Jeden Tag halten wir unseren Privat- und Firmenkunden den Rücken frei, damit sich"
Controller:in / Datenanalyst:in (Voll- oder Teilzeit),Berlin,44000,63000,Full-time,monatlichen Ecologic Institut Newsletter.,"Sie verantworten den Betrieb und steuern die Weiterentwicklung unserer Datenarchitektur (""Data Engineering"")."
Datenanalyst (m/w/d),Oberndorf am Neckar,48000,66500,Full-time,Heckler & Koch GmbH,"Unsere Personalbetreuung steht Ihnen zur ersten Kontaktaufnahme unter Telefon: 07423-79-2207, E-Mail: hr@heckler-koch-de.com oder www.heckler-koch.com/de/karriere"
Business Data Analyst (m/f/d),Köln,55500,77000,Full-time,E WIE EINFACH GmbH,"To strengthen our team at E WIE EINFACH GmbH, we are looking for a Business Data Analyst (m/f/d) at the Cologne location as soon as possible."
Marketing Data Analyst (m/w/d),München,N/A,N/A,Full-time,DMG MORI,Marketing Data Analyst (m/w/d) München Unbefristet Vollzeit DMG MORI Global Marketing GmbH DMG MORI ist ein weltweit führender Hersteller von hochpräzisen Werkzeugmaschinen
Datenanalyst*in im militärischen Umfeld (w/m/d),Koblenz,53000,78500,Full-time,ESG Elektroniksystem- und Logistik-GmbH,"Sicherer Umgang mit Kunden Verständnis der behördlichen und militärischen Beschaffungsprozesse Kommunikationsstärke, Eigeninitiative und Teamfähigkeit Sehr gute Deutsch"
Datenanalyst (w/m/d),Stuttgart,52500,77000,Full-time,Valyue Consulting GmbH,Datenanalyst (w/m/d) Stuttgart Ihre Aufgaben bei Valyue Sie entwickeln selbstständig Datenanalysen für relationale- und NoSQL-Datenbanken basierend auf Data Analytics
Senior Pricing Data Analyst,Hamburg,54500,65500,Full-time,FREE NOW,"We are looking for a Senior Pricing Data Analyst (m/f/d) to collaborate with our product squads, using data to build innovative pricing solutions."
Senior Pricing Data Analyst,Berlin,54500,66000,Full-time,FREE NOW,"We are looking for a Senior Pricing Data Analyst (m/f/d) to collaborate with our product squads, using data to build innovative pricing solutions."
Datenarchitekt / Datenanalyst (m/w/d),Berlin,46500,56500,Full-time,FRÖBEL Bildung und Erziehung gemeinnützige GmbH,in Deutschland.
Information Security Analyst & Admin (w/m/d),München,47000,72500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Pforzheim,46500,71500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Stuttgart,46500,72000,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Köln,45500,71500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Berlin,45500,70500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Hamburg,46500,72000,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Jena,45500,69000,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Heidelberg,46500,71500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Bielefeld,45500,71500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Information Security Analyst & Admin (w/m/d),Dortmund,45500,71500,Full-time,NTT DATA Business Solutions,"Tätigkeitsschwerpunkten. ■ Du hast fundierte Kenntnisse im Umgang mit Standards (ISO 27001, NIST SP 800-Serie, CIS-Controls, MiTRE, OWASP) . ■ Du bist zertifizierter IT-Security Analyst"
Marketing Data Analyst,Berlin,65000,90000,Full-time,SLAY,Requirements Experience: 3+ years in a role such as Data Analyst or Data Scientist with a strong emphasis on marketing analytics.
Market Analyst (f/m/d),Berlin,N/A,N/A,Full-time,Siemens Energy Global GmbH & Co. KG,"A Snapshot of Your Day As a Market Analyst within Portfolio & Business Strategy at Siemens Energy’s Transformation of Industry (TI) business area, you will work"
Business Analyst Intern (m/w/d),Düsseldorf,N/A,N/A,Full-time,Picnic,"If you’re passionate about a career in building the strategy with data analytics and you are driven to succeed, we’re offering you the opportunity to join an incredible"
Analyst Consultant (m/w/d),Düsseldorf,46500,57500,Full-time,Picnic,Combine your passion for technology and data in one of the fastest growing companies in the e-commerce space!
Data Engineer (m/f/d),Hamburg,52500,69000,Full-time,PALTRON GmbH,"Intro Together with the management of the Neumann Coffee Group , we are looking for you as a Data Engineer (m/f/d) in Hamburg ."
Data Engineer (m/w/d),Hamburg,51000,67000,Part-time,PALTRON,Data Engineer (m/w/d) Gemeinsam mit der Geschäftsleitung der Neumann Kaffee Gruppe suchen wir Dich als Data Engineer (m/w/d) am Standort Hamburg .
Business Analyst Reporting (m/w/d),Neckarsulm,49500,71500,Full-time,puro Personaldienstleistung GmbH,Am Standort Neckarsulm oder Chemnitz suchen wir im Rahmen einer Neubesetzung einen Business Analyst Reporting (m/w/d) zum bald möglichen Beginn.
Junior Data Scientist (m/w/d) Reise,Leipzig,42500,61500,Full-time,CHECK24,Dann freuen wir uns auf Deine Bewerbung als Junior Data Scientist (m/w/d) bei der CHECK24 Vergleichsportal Reise GmbH.
Data- & BI-Engineer (m/w/d),Freiburg im Breisgau,66000,79000,Full-time,Idana AG,"Engineer, Data Analyst oder in einer ähnlichen Rolle im Bereich Data & BI Erfahrung in der Datenvisualisierung und -analyse für operative und strategische Fragestellungen"
"Junior Analyst im Bereich Medienforschung (Umfang: 38,5 Std./Woche evtl. auch als 50% Stelle mgl.)",Köln,34000,50500,Full-time,MEDIA TREND Ein Geschäftsfeld der IT+MEDIA Group GmbH,"Qualifikation Abgeschlossenes Fachhochschulstudium/ Hochschulstudium (Data Science/Data-Analytics, Sozialwissenschaft, Medien-/ Kommunikationswissenschaft) oder"
Customer & Competitor Analyst (f/m/d) SE TI PBS,Berlin,44000,62000,Full-time,Siemens Energy Global GmbH & Co. KG,"A Snapshot of Your Day As a Customer & Competitor Analyst within Portfolio & Business Strategy at Siemens Energy’s Transformation of Industry (TI) business area,"
(Senior) BI Analyst (f/m/d),Berlin,49500,65000,Full-time,kfzteile24 GmbH,"(Senior) BI Analyst (f/m/d) Hybrid Berlin , Berlin , Germany Data & Analytics Job description kfzteile24 is Germany's leading digital company for car parts and automotive"
Business Intelligence Analyst (f/m/d),Köln,50000,67500,Full-time,Trusted Shops GmbH,"Erfahrungsberichte Marcel Münchrath Data Analyst Ich bin seit Mitte 2021 als ""Data Analyst"" bei Trusted Shops angestellt und arbeite eigenverantwortlich und in Zusammenarbeit"
Transaction Analyst,Berlin,42500,64000,Full-time,Aroundtown,Transaction Analyst (m/f/d) Location: Berlin Your tasks Transaction Support: Supporting transaction managers throughout the whole transaction process on disposals
Tutor:in (w/m/d) im Bereich Data Science,München,N/A,N/A,Student,DataCraft,Analyst:in zu etablieren.
Data Engineering Manager (f/m/d),Bonn,N/A,N/A,Full-time,SAP Leanix,"architectures like data lakes, data warehouses, lakehouses etc."
Strategic Program Mgr. (Data & GTM) (f/m/x),Berlin,52500,77000,Full-time,Shiftmove,"Collaborate with stakeholders to unify product, customer, and operational data, while ensuring compliance with data governance standards (e.g., GDPR)."
Mobility Analyst - McKinsey Center for Future Mobility (Consumer Insights),München,59500,90000,Full-time,McKinsey & Company,Mobility Analyst - McKinsey Center for Future Mobility (Consumer Insights) Komplexe Herausforderungen zu bewältigen und mit führenden Persönlichkeiten zusammenzuarbeiten
Data Engineer (m/w/d) mit 100 % Homeoffice-Möglichkeit,Bamberg,52000,71500,Full-time,medatixx GmbH & Co. KG Jobportal,Data Engineer (m/w/d) mit 100 % Homeoffice-Möglichkeit Bamberg IT Vollzeit Kennziffer: 202501-BA-IT-01 Die medatixx GmbH & Co.
